pregame_total,inning,season,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp
8.5,1,2022,506,50.0,74.70355731225297,66.00790513833992,49.310253245637334,0.689746754362669,0.03349672575780691,1.1027667984189724,55.33596837944664,27.66798418972332,
8.5,1,2023,628,49.84076433121019,72.61146496815286,67.35668789808918,48.90867783682908,0.9320864943811125,0.044574013853767594,1.1114649681528663,57.77777777777777,33.01587301587301,
8.5,1,2024,733,52.796725784447474,74.48840381991815,70.25920873124147,52.33496312040634,0.4617626640411321,0.023172760781999837,1.024556616643929,60.40462427745664,30.057803468208093,
8.5,1,2025,478,52.30125523012552,72.17573221757321,73.01255230125523,52.69734423416956,-0.39608900404404235,-0.01991157631116068,0.9288702928870293,49.56140350877193,28.50877192982456,
9.0,1,2021,383,47.78067885117493,69.9738903394256,68.66840731070496,48.049956029422795,-0.269277178247862,-0.012665206675649115,1.174934725848564,60.0,30.5,
9.0,1,2022,268,47.76119402985074,72.38805970149254,68.28358208955224,49.42916016930274,-1.667966139451993,-0.08016874509302302,1.0746268656716418,56.42857142857143,29.28571428571429,
9.0,1,2023,493,46.65314401622718,73.02231237322515,65.11156186612575,47.545968096968096,-0.8928240807409116,-0.04220519618082941,1.1359026369168357,54.752851711026615,30.038022813688215,
9.0,1,2024,378,53.17460317460318,72.75132275132276,71.6931216931217,52.15769435346156,1.0169088211416155,0.05069955188173457,1.0317460317460319,56.49717514124294,35.02824858757062,
9.0,1,2025,317,45.74132492113564,72.2397476340694,61.82965299684543,44.66558528794196,1.0757396331936842,0.049447677245774826,1.2555205047318612,61.04651162790697,35.46511627906977,
9.5,1,2021,212,50.943396226415096,73.11320754716981,67.9245283018868,49.66180135279459,1.2815948736205063,0.061927493742073035,1.1650943396226414,58.65384615384615,33.65384615384615,
9.5,1,2022,146,45.20547945205479,67.8082191780822,69.86301369863014,47.372865453180715,-2.1673860011259203,-0.10109950405656784,1.13013698630137,48.75,28.749999999999996,
9.5,1,2023,278,43.52517985611511,67.98561151079137,63.30935251798561,43.041250452875104,0.4839294032400021,0.02152232954870789,1.2553956834532374,60.509554140127385,32.48407643312102,
9.5,1,2024,110,52.72727272727272,76.36363636363637,65.45454545454545,49.98347107438016,2.743801652892558,0.13581687079884733,1.1636363636363636,65.38461538461539,38.46153846153847,
9.5,1,2025,129,44.18604651162791,70.54263565891473,66.66666666666666,47.02842377260982,-2.84237726098191,-0.13227116931706773,1.2403100775193798,51.388888888888886,27.77777777777778,
10.0,1,2021,84,47.61904761904761,64.28571428571429,76.19047619047619,48.97959183673469,-1.3605442176870763,-0.0666666666666668,1.2142857142857142,68.18181818181817,36.36363636363637,
10.0,1,2022,37,54.054054054054056,78.37837837837837,72.97297297297297,57.19503287070854,-3.1409788166544828,-0.1718076830322627,0.8648648648648649,47.05882352941176,23.52941176470588,
10.0,1,2023,83,44.57831325301205,65.06024096385542,63.85542168674698,41.544491217883575,3.0338220351284697,0.13244996415193022,1.4096385542168675,56.52173913043478,43.47826086956522,
10.0,1,2024,35,40.0,85.71428571428571,51.42857142857142,44.08163265306122,-4.081632653061218,-0.23338001400466854,1.2285714285714286,47.61904761904761,28.57142857142857,
10.5,1,2021,76,44.73684210526316,69.73684210526315,64.47368421052632,44.96191135734072,-0.2250692520775588,-0.010236737748903288,1.513157894736842,66.66666666666666,47.61904761904761,
10.5,1,2023,43,39.53488372093023,79.06976744186046,53.48837209302325,42.29313142239047,-2.7582477014602427,-0.1359347669640303,1.2325581395348837,69.23076923076923,19.230769230769234,
